Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
172.71.114.94,167.235.145.223,281,4835770,125,10463,156,4825307,52.42959,3.513211,23825,10987798
172.71.114.96,167.235.145.223,178,1000684,82,6901,96,993783,32.423022,30.428927,1814,261273
172.71.114.104,167.235.145.223,6,427,2,132,4,295,5.628531,29.807391,35,79
172.71.114.107,167.235.145.223,421,7964670,200,16868,221,7947802,13.080238,44.000004,3066,1445054
172.71.114.111,167.235.145.223,6,427,2,132,4,295,8.379002,29.953719,35,78
172.71.114.116,167.235.145.223,410,6650758,203,16999,207,6633759,11.195717,69.219902,1964,766688
172.71.114.122,167.235.145.223,81,2315038,41,3533,40,2311505,1.118962,60.022048,470,308087
172.71.114.124,167.235.145.223,146,1284856,59,5383,87,1279473,75.879876,0.169388,254232,60428035
172.71.114.127,167.235.145.223,387,8451136,176,16370,211,8434766,1.910004,74.340015,1761,907695
172.71.114.128,167.235.145.223,233,3485751,113,9774,120,3475977,14.565544,46.588324,1678,596883
172.71.114.131,167.235.145.223,249,4081948,121,11065,128,4070883,48.346101,5.189626,17057,6275416
172.71.114.133,167.235.145.223,192,6336020,91,8505,101,6327515,26.29531,43.77614,1554,1156340
172.71.114.136,167.235.145.223,6,427,2,132,4,295,22.178623,29.94263,35,78
172.71.114.144,167.235.145.223,187,1362909,82,6901,105,1356008,8.290028,60.085918,918,180542
172.71.114.147,167.235.145.223,212,2069667,85,7088,127,2062579,19.092251,60.084594,943,274623
172.71.114.161,167.235.145.223,363,6098920,179,14551,184,6084369,41.193588,34.894723,3335,1394908
172.71.114.167,167.235.145.223,369,228800,246,114851,123,113949,0.836553,82.093587,11192,11104
172.71.114.168,167.235.145.223,6,427,2,132,4,295,2.929445,29.559433,35,79
172.71.114.171,167.235.145.223,6,427,2,132,4,295,9.567384,29.931367,35,78
172.71.114.173,167.235.145.223,132,4307013,64,6621,68,4300392,13.94685,50.432144,1050,682166
172.71.114.174,167.235.145.223,228,138532,152,68124,76,70408,0.125031,82.879916,6575,6796
172.71.114.175,167.235.145.223,450,275259,300,136217,150,139042,1.219625,81.151767,13428,13706
172.71.114.179,167.235.145.223,171,4482953,74,6538,97,4476415,7.064108,48.133764,1086,743995
172.71.114.181,167.235.145.223,218,1771718,93,7616,125,1764102,31.095604,30.340946,2008,465140
172.71.114.185,167.235.145.223,715,4103089,433,175156,282,3927933,0.520181,82.156805,17055,382481
172.71.114.196,167.235.145.223,184,115426,123,58924,61,56502,0.01426,79.16881,5954,5709
172.71.114.198,167.235.145.223,376,6000151,167,13935,209,5986216,5.190401,51.562534,2162,928769
172.71.114.209,167.235.145.223,169,1307490,82,6901,87,1300589,16.493145,52.723076,1047,197346
172.71.114.210,167.235.145.223,6,427,2,132,4,295,28.298765,29.79825,35,79
172.71.114.216,167.235.145.223,618,377858,412,186998,206,190860,0.284374,82.000405,18243,18620
172.71.115.23,167.235.145.223,171,1314265,108,45205,63,1269060,0.435198,81.250163,4450,124953
172.71.115.24,167.235.145.223,341,2624658,215,86513,126,2538145,0.259828,82.291221,8410,246747
172.71.115.33,167.235.145.223,144,88293,96,43829,48,44464,0.816765,80.093804,4377,4441
172.71.115.34,167.235.145.223,285,176020,190,87869,95,88151,1.236303,80.277632,8756,8784
172.71.115.35,167.235.145.223,295,4804806,135,10913,160,4793893,65.220373,2.7382,31883,14005968
172.71.115.37,167.235.145.223,172,5178813,89,7226,83,5171587,19.443235,60.543972,954,683349
172.71.115.60,167.235.145.223,6,427,2,132,4,295,7.336773,29.816837,35,79
172.71.115.62,167.235.145.223,250,2780299,106,8474,144,2771825,25.118654,30.219474,2243,733785
172.71.122.26,167.235.145.223,596,10771745,271,23111,325,10748634,24.949349,56.178829,3291,1530631
172.71.122.30,167.235.145.223,341,7018582,161,14796,180,7003786,0.171542,62.552902,1892,895726
172.71.122.33,167.235.145.223,302,4879415,135,11212,167,4868203,65.227342,3.017021,29729,12908635
172.71.122.51,167.235.145.223,198,2666835,88,8105,110,2658730,12.164153,69.589043,931,305649
172.71.122.52,167.235.145.223,198,2883786,83,7775,115,2876011,29.922059,30.277319,2054,759911
172.71.122.59,167.235.145.223,6,427,2,132,4,295,12.096961,29.939271,35,78
172.71.122.66,167.235.145.223,96,60631,64,30990,32,29641,1.446718,76.438327,3243,3102
172.71.122.67,167.235.145.223,96,60860,64,31215,32,29645,5.114417,74.355052,3358,3189
172.71.122.70,167.235.145.223,6,427,2,132,4,295,24.522277,29.705088,35,79
172.71.122.97,167.235.145.223,253,4237384,107,9364,146,4228020,35.235978,32.981822,2271,1025539
172.71.122.99,167.235.145.223,6,427,2,132,4,295,6.347899,29.898393,35,78
172.71.122.105,167.235.145.223,6,427,2,132,4,295,12.712919,29.551446,35,79
172.71.122.119,167.235.145.223,6,427,2,132,4,295,6.023133,29.973757,35,78
172.71.122.121,167.235.145.223,238,2318506,114,9065,124,2309441,80.661239,0.18035,402107,102442628
172.71.122.124,167.235.145.223,280,9642683,123,11179,157,9631504,0.332231,77.169765,1158,998474
172.71.122.127,167.235.145.223,205,2323775,96,8633,109,2315142,35.962509,30.501764,2264,607215
172.71.122.134,167.235.145.223,6,427,2,132,4,295,26.436132,29.956478,35,78
172.71.122.148,167.235.145.223,284,4125114,133,11302,151,4113812,20.644592,34.061636,2654,966204
172.71.122.154,167.235.145.223,227,7283152,110,10779,117,7272373,6.170164,73.613794,1171,790327
172.71.122.157,167.235.145.223,6,427,2,132,4,295,20.688935,29.938768,35,78
172.71.122.159,167.235.145.223,6,427,2,132,4,295,2.536956,29.422437,35,80
172.71.122.170,167.235.145.223,286,4311878,137,11353,149,4300525,58.915221,3.299613,27525,10426737
172.71.122.175,167.235.145.223,6,427,2,132,4,295,26.679632,29.96736,35,78
172.71.122.190,167.235.145.223,7,493,3,198,4,295,20.242206,29.99144,52,78
172.71.122.193,167.235.145.223,7,493,3,198,4,295,0.328959,29.704531,53,79
172.71.122.195,167.235.145.223,322,2542768,184,49448,138,2493320,1.00853,79.476616,4977,250973
172.71.122.200,167.235.145.223,42,27022,28,14042,14,12980,2.506656,78.044294,1439,1330
172.71.122.201,167.235.145.223,42,26843,28,13874,14,12969,1.586033,78.033042,1422,1329
172.71.122.202,167.235.145.223,304,4759275,147,12226,157,4747049,43.000325,31.715942,3083,1197391
172.71.122.206,167.235.145.223,126,76172,84,37268,42,38904,0.091909,80.721696,3693,3855
172.71.122.212,167.235.145.223,126,80053,84,41146,42,38907,0.088778,80.898987,4068,3847
172.71.122.216,167.235.145.223,108,68057,72,34702,36,33355,1.647452,79.577153,3488,3353
172.71.122.217,167.235.145.223,105,66031,70,33530,35,32501,2.912633,78.066963,3436,3330
172.71.122.218,167.235.145.223,153,2104916,92,29264,61,2075652,1.343797,78.921169,2966,210402
172.71.122.225,167.235.145.223,290,4492992,135,11212,155,4481780,5.232302,62.976056,1424,569331
172.71.122.226,167.235.145.223,265,5079950,124,12164,141,5067786,41.529014,36.885711,2638,1099132
172.71.122.231,167.235.145.223,422,8934239,202,17377,220,8916862,73.608487,6.08673,22839,11719740
172.71.122.238,167.235.145.223,207,2781935,99,8831,108,2773104,54.045067,0.233214,302932,95126501
172.71.122.242,167.235.145.223,319,4645760,153,12622,166,4633138,0.177571,62.459194,1616,593429
172.71.122.248,167.235.145.223,308,4890769,145,11872,163,4878897,47.237743,32.99365,2878,1182990
172.71.123.24,167.235.145.223,184,2171699,90,8237,94,2163462,60.034942,0.168035,392156,103000541
172.71.123.25,167.235.145.223,6,427,2,132,4,295,18.311175,29.919853,35,78
172.71.123.42,167.235.145.223,193,2521858,91,8303,102,2513555,18.17538,36.200876,1834,555468
172.71.123.48,167.235.145.223,285,4070757,135,11212,150,4059545,41.232245,33.088852,2710,981489
172.71.123.51,167.235.145.223,6,427,2,132,4,295,14.20703,29.945684,35,78
172.71.123.64,167.235.145.223,319,5344451,150,12072,169,5332379,71.244269,2.500358,38624,17061169
172.71.123.73,167.235.145.223,263,3527101,128,10972,135,3516129,30.630948,32.040765,2739,877913
172.71.123.100,167.235.145.223,197,2594430,89,8171,108,2586259,65.94787,0.243447,268510,84987993
172.71.123.128,167.235.145.223,279,4588665,127,10684,152,4577981,23.230977,33.117006,2580,1105892
172.71.123.133,167.235.145.223,305,4837452,147,12013,158,4825439,52.582337,3.62377,26520,10652859
172.71.123.142,167.235.145.223,218,4155057,119,40848,99,4114209,0.047007,80.734379,4047,407678
172.71.123.145,167.235.145.223,114,69236,76,33952,38,35284,2.037525,79.342569,3423,3557
172.71.123.146,167.235.145.223,117,71731,78,35606,39,36125,0.161466,81.473337,3496,3547
172.71.123.151,167.235.145.223,111,70021,74,35751,37,34270,0.425762,78.693055,3634,3483
172.71.123.154,167.235.145.223,374,4785411,209,28548,165,4756863,2.827526,77.633534,2941,490186
172.71.123.155,167.235.145.223,129,81806,86,41975,43,39831,1.450455,78.891166,4256,4039
172.71.123.165,167.235.145.223,6,427,2,132,4,295,14.642453,29.994269,35,78
172.71.123.168,167.235.145.223,282,4251582,133,11302,149,4240280,12.629028,62.020987,1457,546947
172.71.123.182,167.235.145.223,304,4969962,144,11806,160,4958156,29.229474,32.990084,2862,1202338
172.71.123.184,167.235.145.223,198,2455897,99,8831,99,2447066,77.99094,0.206227,342573,94927085
172.71.123.200,167.235.145.223,265,4154000,127,10906,138,4143094,55.294583,1.391064,62720,23826906
172.71.123.205,167.235.145.223,237,2904409,118,10085,119,2894324,71.952236,0.24124,334438,95981561
172.71.126.88,167.235.145.223,1152,2320040,539,37205,613,2282835,5.500147,60.072967,4954,304008
172.71.126.106,167.235.145.223,14,4285,7,2072,7,2213,5.443765,66.042235,250,268
172.71.126.167,167.235.145.223,250,2485022,121,9461,129,2475561,11.52693,60.065366,1260,329715
172.71.126.182,167.235.145.223,6,427,2,132,4,295,29.78894,29.905327,35,78
172.71.130.7,167.235.145.223,236,2330322,115,8987,121,2321335,0.650283,60.062855,1197,309187
172.71.130.27,167.235.145.223,221,2070304,109,8715,112,2061589,20.848209,60.063771,1160,274586
172.71.130.39,167.235.145.223,84,2764283,33,3048,51,2761235,17.286906,39.935998,610,553132
172.71.130.50,167.235.145.223,14,986,6,396,8,590,5.390134,29.761891,106,158
172.71.130.56,167.235.145.223,223,2302323,108,8516,115,2293807,23.122718,30.38766,2241,603878
172.71.130.57,167.235.145.223,222,2302527,101,8293,121,2294234,22.992825,60.06289,1104,305577
172.71.130.68,167.235.145.223,249,2494101,126,9943,123,2484158,28.957205,30.151869,2638,659105
172.71.130.69,167.235.145.223,232,2492740,112,8780,120,2483960,29.099089,30.517247,2301,651162
172.71.130.75,167.235.145.223,212,2123939,102,8253,110,2115686,38.858064,30.151557,2189,561347
172.71.130.92,167.235.145.223,286,4070885,138,11472,148,4059413,41.083148,33.009789,2780,983808
172.71.130.96,167.235.145.223,233,2306124,118,9309,115,2296815,72.998831,0.146723,507568,125232717
172.71.130.99,167.235.145.223,6,427,2,132,4,295,1.117093,29.584077,35,79
172.71.130.112,167.235.145.223,6,427,2,132,4,295,6.813292,29.907787,35,78
172.71.130.124,167.235.145.223,161,4937433,79,6927,82,4930506,10.931965,60.179967,920,655434
172.71.130.143,167.235.145.223,139,1091357,65,5602,74,1085755,72.062774,0.134801,332460,64436020
172.71.130.146,167.235.145.223,217,2316976,103,8195,114,2308781,81.716822,0.148477,441549,124398041
172.71.130.179,167.235.145.223,175,1768923,79,6735,96,1762188,32.865784,30.213061,1783,466602
172.71.130.189,167.235.145.223,6,427,2,132,4,295,11.209072,29.881181,35,78
172.71.130.194,167.235.145.223,296,4240284,143,11802,153,4228482,35.081575,31.077558,3038,1088497
172.71.130.196,167.235.145.223,226,2386899,109,8591,117,2378308,69.721419,0.190806,360198,99716277
172.71.130.210,167.235.145.223,467,9177983,245,19943,222,9158040,59.108001,6.849521,23292,10696269
172.71.130.224,167.235.145.223,6,427,2,132,4,295,12.795544,29.911349,35,78
172.71.130.227,167.235.145.223,301,4701551,137,11309,164,4690242,44.84318,18.880607,4791,1987326
172.71.130.240,167.235.145.223,6,427,2,132,4,295,29.260429,29.90038,35,78
172.71.130.241,167.235.145.223,6,427,2,132,4,295,29.211655,29.796193,35,79
172.71.130.246,167.235.145.223,232,2426488,111,8723,121,2417765,6.650234,60.065188,1161,322018
172.71.130.250,167.235.145.223,301,4837089,138,11320,163,4825769,53.119266,0.773056,117145,49939657
172.71.130.253,167.235.145.223,7,493,3,198,4,295,19.551345,29.677147,53,79
172.71.131.3,167.235.145.223,144,1221263,69,5866,75,1215397,52.472022,30.443504,1541,319384
172.71.131.11,167.235.145.223,45,26794,30,12885,15,13909,0.607897,81.080756,1271,1372
172.71.131.20,167.235.145.223,243,2134916,129,9911,114,2125005,12.655499,60.065063,1320,283027
172.71.131.25,167.235.145.223,48,31942,32,17120,16,14822,4.851035,75.145756,1822,1577
172.71.131.31,167.235.145.223,288,4354234,141,11670,147,4342564,77.128001,2.980548,31323,11655746
172.71.131.42,167.235.145.223,42,25569,28,12600,14,12969,1.156384,78.059812,1291,1329
172.71.131.57,167.235.145.223,42,26593,28,13616,14,12977,6.81373,73.015861,1491,1421
172.71.131.70,167.235.145.223,163,4708551,81,7059,82,4701492,13.45266,63.69174,886,590530
172.71.131.80,167.235.145.223,337,5345679,167,13234,170,5332445,71.086541,0.607334,174322,70240691
172.71.131.87,167.235.145.223,20,9787,10,2921,10,6866,53.776213,5.755177,4060,9544
172.71.131.101,167.235.145.223,81,46977,54,21962,27,25015,1.015919,82.047741,2141,2439
172.71.131.143,167.235.145.223,6,427,2,132,4,295,7.275863,29.907507,35,78
172.71.131.145,167.235.145.223,225,2224111,104,8261,121,2215850,51.721736,30.410259,2173,582921
172.71.131.170,167.235.145.223,215,2390570,103,8907,112,2381663,13.521982,64.459913,1105,295583
172.71.131.171,167.235.145.223,6,427,2,132,4,295,25.341197,29.906727,35,78
172.71.131.186,167.235.145.223,212,2084624,106,8393,106,2076231,57.713411,0.147248,455992,112801858
172.71.131.189,167.235.145.223,227,2254403,108,8516,119,2245887,5.093076,60.064504,1134,299130
172.71.131.190,167.235.145.223,244,2255764,127,10009,117,2245755,4.982803,60.065912,1333,299105
172.71.131.196,167.235.145.223,6,427,2,132,4,295,1.252001,29.912944,35,78
172.71.134.30,167.235.145.223,236,2426724,112,8761,124,2417963,8.45024,60.061893,1166,322062
172.71.134.47,167.235.145.223,343,6523003,156,13612,187,6509391,76.653092,3.30898,32909,15737516
172.71.134.57,167.235.145.223,230,2387134,112,8761,118,2378373,44.614938,30.150427,2324,631068
172.71.134.71,167.235.145.223,240,3885654,114,10883,126,3874771,66.194346,1.781454,48872,17400487
172.71.134.87,167.235.145.223,6,427,2,132,4,295,20.64234,29.899586,35,78
172.71.134.95,167.235.145.223,673,10103888,253,21263,420,10082625,47.079559,33.749718,5040,2389975
172.71.134.102,167.235.145.223,135,4477649,61,5700,74,4471949,5.058879,61.479638,741,581909
172.71.134.103,167.235.145.223,216,2253929,100,8240,116,2245689,6.531199,60.060866,1097,299121
172.71.134.104,167.235.145.223,117,3691534,55,6270,62,3685264,2.627848,65.870016,761,447580
172.71.134.106,167.235.145.223,258,3778342,124,11475,134,3766867,18.058376,63.382252,1448,475447
172.71.134.113,167.235.145.223,206,2385550,88,7177,118,2378373,68.635631,0.140543,408529,135381940
172.71.134.123,167.235.145.223,183,2171707,92,8444,91,2163263,58.916653,1.279153,52809,13529346
172.71.134.129,167.235.145.223,220,2782868,106,9368,114,2773500,53.969494,0.246444,304101,90032624
172.71.134.130,167.235.145.223,368,7503057,164,14470,204,7488587,53.09524,1.651215,70105,36281584
172.71.134.143,167.235.145.223,393,6515112,197,16254,196,6498858,59.163925,1.747842,74395,29745745
172.71.134.144,167.235.145.223,237,147580,158,74702,79,72878,0.47723,80.949946,7382,7202
172.71.134.145,167.235.145.223,471,297698,314,152558,157,145140,0.820474,82.27152,14834,14113
172.71.134.146,167.235.145.223,225,142773,150,73298,75,69475,1.057574,79.591965,7367,6983
172.71.134.147,167.235.145.223,228,144409,152,74003,76,70406,0.340982,82.037862,7216,6865
172.71.134.148,167.235.145.223,321,198915,214,99784,107,99131,0.865466,80.447274,9922,9857
172.71.134.149,167.235.145.223,223,2217793,132,52353,91,2165440,0.201191,81.875238,5115,211584
172.71.134.150,167.235.145.223,428,2341675,271,121124,157,2220551,0.254999,80.927147,11973,219511
172.71.134.151,167.235.145.223,502,4451187,311,122237,191,4328950,0.287159,81.500861,11998,424923
172.71.134.152,167.235.145.223,345,209265,230,102946,115,106319,1.179149,81.35142,10123,10455
172.71.134.172,167.235.145.223,374,7447146,167,14334,207,7432812,28.950989,31.639515,3624,1879374
172.71.134.174,167.235.145.223,249,3994672,118,11079,131,3983593,12.083367,62.380323,1420,510878
172.71.134.178,167.235.145.223,381,7076745,187,15353,194,7061392,16.224354,62.811329,1955,899378
172.71.134.182,167.235.145.223,6,427,2,132,4,295,18.912418,29.530668,35,79
172.71.134.186,167.235.145.223,566,2522060,363,159779,203,2362281,0.746563,81.897932,15607,230753
172.71.134.187,167.235.145.223,255,157779,170,78945,85,78834,0.044333,81.923637,7709,7698
172.71.134.190,167.235.145.223,6,427,2,132,4,295,27.12934,29.548457,35,79
172.71.134.207,167.235.145.223,168,1201627,89,7051,79,1194576,66.642285,0.133007,424097,71850413
172.71.134.212,167.235.145.223,193,2068303,81,6715,112,2061588,20.459147,60.061242,894,274598
172.71.134.222,167.235.145.223,256,4347716,124,11543,132,4336173,72.253753,1.647923,56036,21050367
172.71.134.228,167.235.145.223,207,2884387,98,8772,109,2875615,30.088266,32.504213,2158,707751
172.71.134.240,167.235.145.223,97,2765122,51,4248,46,2760874,26.542396,30.464158,1115,725015
172.71.134.247,167.235.145.223,224,2124578,104,8233,120,2116345,38.463554,30.486482,2160,555353
172.71.134.249,167.235.145.223,74,2418462,32,3765,42,2414697,24.647205,50.175422,600,385000
172.71.134.252,167.235.145.223,533,7321500,239,18566,294,7302934,65.167837,2.813511,52790,20765325
172.71.134.254,167.235.145.223,75,2052643,36,3365,39,2049278,0.391338,60.019671,448,273147
172.71.135.2,167.235.145.223,218,2067033,103,8254,115,2058779,0.435982,60.060309,1099,274228
172.71.135.5,167.235.145.223,7,493,3,198,4,295,20.554841,29.925343,52,78
172.71.135.9,167.235.145.223,338,5126086,170,15633,168,5110453,0.005338,56.709602,2205,720929
172.71.135.27,167.235.145.223,284,4398899,133,10865,151,4388034,2.613823,53.889141,1612,651416
172.71.135.36,167.235.145.223,180,1769101,83,6847,97,1762254,32.632714,30.300549,1807,465273
172.71.135.47,167.235.145.223,7,493,3,198,4,295,8.808269,29.853229,53,79
172.71.135.51,167.235.145.223,278,4588427,124,10314,154,4578113,22.812387,30.394198,2714,1204996
172.71.135.52,167.235.145.223,199,2300902,84,7064,115,2293838,22.958582,60.067948,940,305499
172.71.135.61,167.235.145.223,337,2913213,206,80675,131,2832538,0.421062,82.66984,7806,274106
172.71.135.63,167.235.145.223,258,160835,172,81151,86,79684,1.710792,79.869658,8128,7981
172.71.135.64,167.235.145.223,129,80102,86,40265,43,39837,1.578588,78.808369,4087,4043
172.71.135.65,167.235.145.223,189,117959,126,59519,63,58440,1.087893,80.174595,5938,5831
172.71.135.66,167.235.145.223,189,117223,126,59321,63,57902,0.05876,80.731022,5878,5737
172.71.135.71,167.235.145.223,627,8642415,342,110588,285,8531827,0.258823,80.494608,10990,847940
172.71.135.73,167.235.145.223,489,8324095,268,88787,221,8235308,0.12225,80.754393,8795,815837
172.71.135.74,167.235.145.223,258,160354,172,80669,86,79685,0.013895,81.110436,7956,7859
172.71.135.75,167.235.145.223,6,427,2,132,4,295,12.203375,29.975549,35,78
172.71.135.77,167.235.145.223,223,3676563,105,10221,118,3666342,78.214247,2.33332,35043,12570387
172.71.135.83,167.235.145.223,6,427,2,132,4,295,8.532411,29.962233,35,78
172.71.135.85,167.235.145.223,217,2728341,102,9036,115,2719305,48.167959,32.352621,2234,672416
172.71.135.86,167.235.145.223,6,427,2,132,4,295,0.456695,29.971074,35,78
172.71.135.107,167.235.145.223,576,358000,384,180075,192,177925,0.020084,80.894282,17808,17595
172.71.160.13,167.235.145.223,266,4491210,126,10420,140,4480790,6.173088,61.886984,1346,579222
172.71.160.26,167.235.145.223,306,4590249,146,11740,160,4578509,24.197755,31.906927,2943,1147966
172.71.160.89,167.235.145.223,323,4723986,158,12532,165,4711454,18.199598,61.858432,1620,609320
172.71.160.96,167.235.145.223,7,493,3,198,4,295,20.093226,29.962852,52,78
172.71.160.109,167.235.145.223,42,25135,28,12166,14,12969,1.993757,78.037808,1247,1329
172.71.160.121,167.235.145.223,6,427,2,132,4,295,14.065984,29.996053,35,78
172.71.160.123,167.235.145.223,7,493,3,198,4,295,8.08214,29.964838,52,78
172.71.160.127,167.235.145.223,291,4968905,143,11542,148,4957363,30.217322,31.872882,2897,1244283
172.71.160.131,167.235.145.223,279,4835529,136,11080,143,4824449,54.325146,1.757875,50424,21955822
172.71.160.141,167.235.145.223,119,4223206,47,4555,72,4218651,26.109333,42.432085,858,795370
172.71.182.2,167.235.145.223,366,230930,244,117766,122,113164,0.452639,82.210804,11459,11012
172.71.182.3,167.235.145.223,183,115775,122,59264,61,56511,0.886705,82.150016,5771,5503
172.71.182.9,167.235.145.223,118,4821557,38,5074,80,4816483,0.826521,76.474483,530,503852
172.71.182.15,167.235.145.223,206,2316232,100,7979,106,2308253,80.636917,0.116811,546455,158084632
172.71.182.18,167.235.145.223,235,3868738,109,9653,126,3859085,82.448309,0.174355,442912,177067936
172.71.182.20,167.235.145.223,289,1416825,186,78343,103,1338482,0.571945,81.189518,7719,131887
172.71.182.21,167.235.145.223,252,158320,168,80489,84,77831,0.570841,80.852961,7963,7700
172.71.182.22,167.235.145.223,598,375400,398,190119,200,185281,0.387788,82.714352,18388,17920
172.71.182.23,167.235.145.223,300,190538,200,97821,100,92717,0.015867,81.085961,9651,9147
172.71.182.25,167.235.145.223,378,7420247,184,15334,194,7404913,10.944438,61.574367,1992,962077
172.71.182.28,167.235.145.223,665,412902,443,207199,222,205703,0.35181,82.747483,20031,19887
172.71.182.32,167.235.145.223,77,2310284,38,4248,39,2306036,26.717122,39.424982,861,467933
172.71.182.41,167.235.145.223,199,2222528,93,7668,106,2214860,48.989143,30.256989,2027,585612
172.71.182.45,167.235.145.223,6,427,2,132,4,295,24.466864,29.993067,35,78
172.71.182.46,167.235.145.223,181,2472721,84,7708,97,2465013,5.295768,60.581111,1017,325515
172.71.182.47,167.235.145.223,175,2454390,83,7787,92,2446603,77.404313,0.496338,125511,39434466
172.71.182.51,167.235.145.223,579,10789270,275,23635,304,10765635,53.306505,19.237585,9828,4476917
172.71.182.55,167.235.145.223,6,427,2,132,4,295,24.263904,29.58627,35,79
172.71.182.56,167.235.145.223,318,6521347,145,12877,173,6508470,76.511833,2.022153,50943,25748674
172.71.182.57,167.235.145.223,6,427,2,132,4,295,2.653886,29.940118,35,78
172.71.182.64,167.235.145.223,149,1369306,71,6058,78,1363248,57.514699,0.102985,470592,105898761
172.71.182.72,167.235.145.223,153,96117,102,48872,51,47245,0.955856,79.684727,4906,4743
172.71.182.73,167.235.145.223,306,190588,204,96032,102,94556,0.920274,79.944598,9609,9462
172.71.182.74,167.235.145.223,228,144896,152,74486,76,70410,0.281734,81.350087,7324,6924
172.71.182.75,167.235.145.223,225,141075,150,71587,75,69488,0.414151,80.887133,7080,6872
172.71.182.80,167.235.145.223,543,4555105,335,133847,208,4421258,0.174262,82.711909,12945,427629
172.71.182.81,167.235.145.223,268,2276834,165,66699,103,2210135,0.415474,81.603789,6538,216669
172.71.182.85,167.235.145.223,6,427,2,132,4,295,29.854776,29.997315,35,78
172.71.182.88,167.235.145.223,164,2592263,71,6995,93,2585268,65.369987,0.519636,107690,39801214
172.71.182.92,167.235.145.223,391,9417318,172,15394,219,9401924,36.96531,29.73606,4141,2529433
172.71.182.97,167.235.145.223,180,2900658,77,7391,103,2893267,71.314978,0.585043,101066,39563136
172.71.182.98,167.235.145.223,219,2386570,107,8592,112,2377978,42.971643,30.323606,2266,627360
172.71.182.100,167.235.145.223,6,427,2,132,4,295,21.565147,29.88397,35,78
172.71.182.104,167.235.145.223,191,6715880,82,8103,109,6707777,5.069329,61.438769,1055,873425
172.71.182.108,167.235.145.223,6,427,2,132,4,295,5.845348,29.997434,35,78
172.71.182.111,167.235.145.223,142,1311576,66,5728,76,1305848,71.372642,0.10329,443644,101140323
172.71.182.113,167.235.145.223,6,427,2,132,4,295,29.751232,29.995076,35,78
172.71.182.114,167.235.145.223,125,1169542,52,4816,73,1164726,24.685022,30.143695,1278,309113
172.71.182.119,167.235.145.223,347,7445242,158,13618,189,7431624,28.942172,31.626339,3444,1879856
172.71.182.121,167.235.145.223,461,10782581,219,19479,242,10763102,12.825766,48.171434,3234,1787466
172.71.182.122,167.235.145.223,437,2190904,280,122040,157,2068864,0.734123,81.075459,12042,204142
172.71.182.123,167.235.145.223,501,4864431,302,126104,199,4738327,0.19555,82.329631,12253,460424
172.71.182.124,167.235.145.223,336,210248,224,106486,112,103762,0.564975,80.760906,10548,10278
172.71.182.125,167.235.145.223,336,210150,224,106321,112,103829,0.775137,82.23693,10342,10100
172.71.182.128,167.235.145.223,186,2067945,81,6819,105,2061126,18.906025,60.052298,908,274577
172.71.182.130,167.235.145.223,316,1402299,205,91772,111,1310527,0.38579,80.853549,9080,129669
172.71.182.131,167.235.145.223,315,1402181,204,91664,111,1310517,0.983158,80.572604,9101,130120
172.71.182.134,167.235.145.223,381,9127267,180,15791,201,9111476,11.887917,66.644991,1895,1093732
172.71.182.140,167.235.145.223,142,1245284,67,5794,75,1239490,31.558705,30.188683,1535,328464
172.71.182.152,167.235.145.223,6,427,2,132,4,295,13.278997,29.609848,35,79
172.71.182.155,167.235.145.223,243,2779832,116,9129,127,2770703,24.835624,30.12507,2424,735786
172.71.182.158,167.235.145.223,6,427,2,132,4,295,19.238511,29.647133,35,79
172.71.182.170,167.235.145.223,96,2808177,51,4879,45,2803298,6.550661,53.504168,729,419152
172.71.182.175,167.235.145.223,810,1653314,519,226386,291,1426928,1.037812,81.381637,22254,140270
172.71.182.177,167.235.145.223,517,317306,345,158052,172,159254,0.344345,81.550352,15504,15622
172.71.182.182,167.235.145.223,222,141199,148,72651,74,68548,1.136934,79.353669,7324,6910
172.71.182.183,167.235.145.223,450,284532,300,145583,150,138949,0.567746,81.84976,14229,13580
172.71.182.188,167.235.145.223,130,1199314,60,5332,70,1193982,67.55302,0.105764,403313,90312923
172.71.182.191,167.235.145.223,170,1768545,79,6687,91,1761858,30.835483,30.40524,1759,463566
172.71.182.209,167.235.145.223,449,9790468,220,19566,229,9770902,16.044571,62.125924,2519,1258206
172.71.182.210,167.235.145.223,219,3745164,103,9683,116,3735481,2.607913,69.549286,1113,429678
172.71.182.212,167.235.145.223,316,11725507,131,14172,185,11711335,11.23709,61.342717,1848,1527331
172.71.182.217,167.235.145.223,128,997410,62,5606,66,991804,44.141282,30.424498,1474,260790
172.71.182.224,167.235.145.223,246,153119,164,77161,82,75958,0.840645,80.136591,7702,7582
172.71.182.225,167.235.145.223,246,153054,164,77093,82,75961,1.264762,80.176911,7692,7579
172.71.182.226,167.235.145.223,806,2625179,527,243118,279,2382061,0.039398,82.393718,23605,231285
172.71.182.227,167.235.145.223,183,115827,122,59552,61,56275,0.743483,80.110157,5947,5619
172.71.182.232,167.235.145.223,183,113060,122,56470,61,56590,0.27546,81.244924,5560,5572
172.71.182.233,167.235.145.223,363,225729,242,113552,121,112177,0.469444,82.344597,11031,10898
172.71.182.237,167.235.145.223,7,493,3,198,4,295,12.683811,29.854324,53,79
