Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
172.70.243.146,21298,167.235.145.223,443,235,7405703,1468,114,10093,121,7395610,11.093265,62.105246,1300,952655
172.70.243.156,62406,167.235.145.223,443,262,4775080,3061,134,11124,128,4763956,53.177735,2.162451,41153,17624282
172.70.243.179,53404,167.235.145.223,443,312,6510897,2292,129,11397,183,6499500,25.081937,33.36115,2732,1558579
172.70.243.181,24906,167.235.145.223,443,6,427,994,2,132,4,295,3.99499,29.934427,35,78
172.70.243.198,37398,167.235.145.223,443,246,4429687,2976,118,9995,128,4419692,49.076255,33.965184,2354,1040993
172.70.243.200,54216,167.235.145.223,443,132,2168196,3248,62,6319,70,2161877,62.267472,1.123722,44986,15390831
172.70.243.205,15718,167.235.145.223,443,223,4590889,3468,94,8411,129,4582478,73.080217,4.72431,14242,7759826
172.70.243.210,51144,167.235.145.223,443,227,4332382,3101,102,9147,125,4323235,55.086173,4.244836,17238,8147754
172.70.243.226,17974,167.235.145.223,443,481,10097608,1085,221,19653,260,10077955,5.154746,72.672702,2163,1109407
172.70.246.2,49828,167.235.145.223,443,187,2327212,961,91,7527,96,2319685,3.507124,60.031205,1003,309130
172.70.246.17,31286,167.235.145.223,443,6,427,1357,2,132,4,295,8.923097,29.96525,35,78
172.70.246.24,34672,167.235.145.223,443,48,30399,611,32,15534,16,14865,1.189554,78.478681,1583,1515
172.70.246.25,53428,167.235.145.223,443,48,30243,749,32,15422,16,14821,1.654199,78.989022,1561,1501
172.70.246.37,57160,167.235.145.223,443,82,2372393,2424,43,3717,39,2368676,26.936354,48.96024,607,387036
172.70.246.41,26666,167.235.145.223,443,256,4719840,1743,120,10300,136,4709540,15.880238,63.095403,1305,597132
172.70.246.46,44858,167.235.145.223,443,247,4586616,2180,116,10020,131,4576596,23.188476,31.814038,2519,1150836
172.70.246.54,36912,167.235.145.223,443,102,64780,307,68,33208,34,31572,0.514574,80.688727,3292,3130
172.70.246.54,39128,167.235.145.223,443,105,66502,142,70,34079,35,32423,0.228533,82.310635,3312,3151
172.70.246.81,64706,167.235.145.223,443,252,155931,391,168,78113,84,77818,0.676651,80.485188,7764,7734
172.70.246.86,53008,167.235.145.223,443,6,427,662,2,132,4,295,1.363928,29.626583,35,79
172.70.246.93,37058,167.235.145.223,443,165,2313676,3619,74,6414,91,2307262,81.394014,0.0655,783389,281802992
172.70.246.95,26570,167.235.145.223,443,231,4067233,2813,112,9734,119,4057499,41.172915,31.830783,2446,1019767
172.70.246.102,16184,167.235.145.223,443,90,56980,651,60,29187,30,27793,1.335978,78.403489,2978,2835
172.70.246.115,61596,167.235.145.223,443,165,2899569,3465,78,7358,87,2892211,72.906469,2.037023,28897,11358579
172.70.246.120,45152,167.235.145.223,443,171,2422595,1363,70,6150,101,2416445,9.047542,60.027866,819,322043
172.70.246.123,58406,167.235.145.223,443,267,4949187,1403,127,10369,140,4938818,10.188596,60.990905,1360,647810
172.70.246.134,32384,167.235.145.223,443,139,2319200,2712,65,6368,74,2312832,36.253534,32.658145,1559,566555
172.70.246.140,23014,167.235.145.223,443,306,6839206,3291,141,12194,165,6827012,65.206878,10.229674,9536,5338986
172.70.246.143,17654,167.235.145.223,443,166,2664641,1553,78,7363,88,2657278,12.521592,62.371945,944,340829
172.70.246.144,12688,167.235.145.223,443,6,427,922,2,132,4,295,2.867988,29.993385,35,78
172.70.246.155,35310,167.235.145.223,443,161,2120573,2780,75,6471,86,2114102,39.534262,30.293937,1708,558290
172.70.246.157,33406,167.235.145.223,443,6,427,2062,2,132,4,295,20.921356,29.955181,35,78
172.70.246.157,50454,167.235.145.223,443,235,4395986,3147,112,9801,123,4386185,57.429151,5.958319,13159,5889157
172.70.246.160,64370,167.235.145.223,443,235,5096416,2973,109,10283,126,5086133,48.804604,20.610719,3991,1974170
172.70.246.164,63462,167.235.145.223,443,194,3990839,3096,89,8963,105,3981876,54.894549,8.292553,8646,3841399
172.70.246.177,41530,167.235.145.223,443,6,427,1919,2,132,4,295,19.00603,29.972315,35,78
172.70.246.201,40334,167.235.145.223,443,152,2452773,3577,76,7226,76,2445547,78.817175,2.126637,27182,9199678
172.70.246.203,9770,167.235.145.223,443,149,2428321,2835,72,6830,77,2421491,42.016364,32.913718,1660,588566
172.70.246.221,16792,167.235.145.223,443,244,4966013,2536,104,9228,140,4956785,29.200434,31.785891,2322,1247543
172.70.246.228,39840,167.235.145.223,443,223,4307751,3186,103,9140,120,4298611,59.199232,1.804754,40515,19054612
172.70.246.244,19882,167.235.145.223,443,242,4351197,3549,115,9954,127,4341243,77.202071,1.824692,43641,19033318
172.70.246.251,27708,167.235.145.223,443,6,427,2083,2,132,4,295,21.428449,29.671865,35,79
172.70.247.7,14668,167.235.145.223,443,253,4490624,1048,123,10494,130,4480130,4.940233,62.037238,1353,577734
172.70.247.9,48268,167.235.145.223,443,267,5190546,2919,125,10581,142,5179965,46.993058,32.090688,2637,1291331
172.70.247.17,45936,167.235.145.223,443,7,493,1717,3,198,4,295,15.216288,29.97099,52,78
172.70.247.25,49126,167.235.145.223,443,6,427,1371,2,132,4,295,9.347462,29.736037,35,79
172.70.247.28,18496,167.235.145.223,443,6,427,935,2,132,4,295,3.108551,29.973042,35,78
172.70.247.32,59470,167.235.145.223,443,114,4223135,1577,46,4749,68,4218386,12.980802,54.463195,697,619631
172.70.247.49,25946,167.235.145.223,443,172,2130363,1723,81,6876,91,2123487,15.386816,60.027527,916,283001
172.70.247.62,34790,167.235.145.223,443,6,427,1708,2,132,4,295,14.912793,29.961642,35,78
172.70.247.73,10882,167.235.145.223,443,57,2051313,544,20,2167,37,2049146,1.009853,60.007546,288,273185
172.70.247.88,59566,167.235.145.223,443,405,9878611,2442,189,16562,216,9862049,27.392614,27.627302,4795,2855740
172.70.247.97,38912,167.235.145.223,443,151,2169433,3218,79,7424,72,2162009,60.829717,2.085292,28481,8294316
172.70.247.104,53504,167.235.145.223,443,7,493,2181,3,198,4,295,23.198986,29.989822,52,78
172.70.247.105,17844,167.235.145.223,443,168,105991,403,112,54099,56,51892,0.698837,80.812558,5355,5137
172.70.247.126,39922,167.235.145.223,443,162,2592034,3338,82,7622,80,2584412,66.884662,2.060006,29599,10036522
172.70.247.128,29256,167.235.145.223,443,7,493,2441,3,198,4,295,27.336325,29.733502,53,79
172.70.247.135,27252,167.235.145.223,443,192,118810,184,128,59438,64,59372,0.298783,81.20638,5855,5848
172.70.247.136,65166,167.235.145.223,443,337,2176725,270,196,63934,141,2112791,0.443466,81.186686,6299,208190
172.70.247.143,11398,167.235.145.223,443,165,2220284,3018,74,6414,91,2213870,51.389465,30.093681,1705,588527
172.70.247.151,40042,167.235.145.223,443,165,100137,912,110,49103,55,51034,2.764146,79.158254,4962,5157
172.70.247.165,20492,167.235.145.223,443,225,142047,488,150,72561,75,69486,0.881309,80.66504,7196,6891
172.70.247.165,42996,167.235.145.223,443,228,143631,418,152,73227,76,70404,0.725334,80.946479,7237,6958
172.70.247.168,44732,167.235.145.223,443,161,2387111,281,81,7561,80,2379550,0.456967,62.427976,968,304933
172.70.247.173,50442,167.235.145.223,443,165,2881526,2592,76,7231,89,2874295,30.600949,32.34762,1788,710851
172.70.247.182,50020,167.235.145.223,443,60,2453603,2259,21,2950,39,2450653,24.501595,32.430303,727,604534
172.70.247.188,25014,167.235.145.223,443,335,7286671,1835,176,15728,159,7270943,17.342369,55.675701,2259,1044756
172.70.247.193,28038,167.235.145.223,443,158,2471253,1176,75,7165,83,2464088,6.477996,62.405339,918,315881
172.70.247.196,36744,167.235.145.223,443,63,39947,971,42,20492,21,19455,3.637353,77.655398,2111,2004
172.70.247.196,51116,167.235.145.223,443,63,40318,940,42,20860,21,19458,3.195319,78.021861,2138,1995
172.70.247.207,14462,167.235.145.223,443,143,1766820,2651,68,6018,75,1760802,33.374878,30.157281,1596,467098
172.70.247.209,37316,167.235.145.223,443,84,53474,890,56,27538,28,25936,2.547364,78.096134,2820,2656
172.70.247.210,30618,167.235.145.223,443,86,54975,505,57,28106,29,26869,0.932269,82.173461,2736,2615
172.70.250.13,43188,167.235.145.223,443,163,2537966,2922,83,7815,80,2530151,47.011158,33.217654,1882,609350
172.70.250.15,19000,167.235.145.223,443,109,1167887,2153,50,4738,59,1163149,22.972293,60.026129,631,155019
172.70.250.20,26736,167.235.145.223,443,99,63259,661,66,32618,33,30641,1.361245,79.188441,3295,3095
172.70.250.21,19122,167.235.145.223,443,99,62749,819,66,32176,33,30573,2.001457,79.019396,3257,3095
172.70.250.25,57846,167.235.145.223,443,293,6347896,2693,140,12466,153,6335430,35.134106,31.448285,3171,1611644
172.70.250.30,27122,167.235.145.223,443,253,2648228,482,157,55211,96,2593017,0.857698,80.482615,5487,257746
172.70.250.30,53516,167.235.145.223,443,244,2649449,502,148,56432,96,2593017,0.926971,81.210456,5559,255436
172.70.250.41,36474,167.235.145.223,443,404,11276997,1914,189,17840,215,11259157,18.938734,42.396723,3366,2124533
172.70.250.44,28540,167.235.145.223,443,217,2778142,2301,109,8692,108,2769450,25.206775,30.082809,2311,736487
172.70.250.51,23714,167.235.145.223,443,107,1221955,3171,50,4738,57,1217217,58.790669,0.053423,709507,182276098
172.70.250.52,36586,167.235.145.223,443,93,59584,691,62,30864,31,28720,1.472204,79.152572,3119,2902
172.70.250.59,20506,167.235.145.223,443,63,2051853,2,27,2772,36,2049081,0.000955,60.00958,369,273167
172.70.250.61,61556,167.235.145.223,443,132,1506850,2680,65,5728,67,1501122,34.746284,30.212424,1516,397484
172.70.250.63,9308,167.235.145.223,443,111,70201,406,74,35925,37,34276,0.704465,79.521214,3614,3448
172.70.250.63,61452,167.235.145.223,443,111,70297,286,74,36015,37,34282,0.465894,79.247006,3635,3460
172.70.250.65,10792,167.235.145.223,443,164,2640480,1258,77,7390,87,2633090,7.645357,63.064192,937,334020
172.70.250.69,38678,167.235.145.223,443,119,1283023,3649,59,5332,60,1277691,82.829012,0.051189,833304,199682119
172.70.250.76,21900,167.235.145.223,443,364,8716462,1473,169,15167,195,8701295,11.128142,59.443739,2041,1171029
172.70.250.86,11398,167.235.145.223,443,42,26758,782,28,13790,14,12968,1.816853,78.019699,1414,1329
172.70.250.107,61616,167.235.145.223,443,238,1232198,2847,115,9289,123,1222909,42.759651,30.122005,2467,324788
172.70.250.121,25376,167.235.145.223,443,301,6520141,3543,143,12664,158,6507477,77.144101,2.066365,49029,25193911
172.70.250.126,62500,167.235.145.223,443,165,99694,453,110,48733,55,50961,0.801064,80.280665,4856,5078
172.70.250.133,38210,167.235.145.223,443,221,3980567,1034,111,10421,110,3970146,4.808066,71.78456,1161,442451
172.70.250.137,36874,167.235.145.223,443,114,73401,168,76,38204,38,35197,0.27954,80.245792,3808,3508
172.70.250.160,55812,167.235.145.223,443,283,6094130,2808,133,12004,150,6082126,41.12991,31.858548,3014,1527282
172.70.250.170,33740,167.235.145.223,443,63,2054717,1927,27,2629,36,2052088,19.191268,60.00937,350,273569
172.70.250.173,58240,167.235.145.223,443,207,3975239,2613,95,8615,112,3966624,31.268801,48.280237,1427,657266
172.70.250.185,11510,167.235.145.223,443,148,2319855,2722,70,6760,78,2313095,36.964564,37.25112,1451,496757
172.70.250.195,39826,167.235.145.223,443,174,109587,753,116,55837,58,53750,1.673728,80.437337,5553,5345
172.70.250.196,51918,167.235.145.223,443,105,1089328,3201,53,5025,52,1084303,59.669292,0.051377,782451,168838663
172.70.250.197,39362,167.235.145.223,443,6,427,2307,2,132,4,295,25.294863,29.972616,35,78
172.70.250.202,60408,167.235.145.223,443,6,427,1934,2,132,4,295,19.28205,29.932647,35,78
172.70.250.204,24496,167.235.145.223,443,123,1394875,3076,60,5487,63,1389388,53.689525,0.053868,814880,206339645
172.70.250.204,56876,167.235.145.223,443,6,427,1331,2,132,4,295,8.465855,29.614597,35,79
172.70.250.207,40438,167.235.145.223,443,117,1367349,2961,53,5025,64,1362324,47.71157,30.506208,1317,357258
172.70.250.210,46396,167.235.145.223,443,90,2654414,1575,42,4261,48,2650153,12.942109,66.838305,510,317201
172.70.250.217,60110,167.235.145.223,443,39,24901,862,26,12857,13,12044,2.270676,75.45383,1363,1276
172.70.250.228,26344,167.235.145.223,443,42,26943,916,28,13972,14,12971,2.818391,78.042625,1432,1329
172.70.250.228,42056,167.235.145.223,443,39,24599,1149,26,12558,13,12041,5.980223,72.066197,1394,1336
172.70.250.239,10312,167.235.145.223,443,160,2120484,2729,71,6184,89,2114300,37.226509,30.446631,1624,555542
172.70.250.240,15534,167.235.145.223,443,6,427,1579,2,132,4,295,13.052545,29.988044,35,78
172.70.250.243,28392,167.235.145.223,443,115,1206664,2507,58,5266,57,1201398,28.859608,30.355623,1387,316619
172.70.251.2,14580,167.235.145.223,443,299,6872642,2172,132,11938,167,6860704,23.129079,31.25187,3055,1756235
172.70.251.4,45972,167.235.145.223,443,167,2881583,2602,79,7354,88,2874229,30.955659,37.061383,1587,620425
172.70.251.6,41574,167.235.145.223,443,167,2130001,1589,78,6646,89,2123355,13.19735,60.027241,885,282985
172.70.251.8,25008,167.235.145.223,443,119,1301189,3311,59,5421,60,1295768,65.621606,0.048555,893172,213492822
172.70.251.21,22340,167.235.145.223,443,6,427,2188,2,132,4,295,23.233145,29.834864,35,79
172.70.251.25,54874,167.235.145.223,443,109,1197994,3273,54,5002,55,1192992,64.66724,0.050983,784889,187198399
172.70.251.28,22588,167.235.145.223,443,6,427,2016,2,132,4,295,20.215166,29.630352,35,79
172.70.251.29,9692,167.235.145.223,443,179,111505,594,119,55839,60,55666,1.131488,81.181004,5502,5485
172.70.251.33,56092,167.235.145.223,443,314,6729018,1079,148,12994,166,6716024,5.124065,61.156489,1699,878536
172.70.251.35,12764,167.235.145.223,443,113,1231493,3576,55,5157,58,1226336,78.716446,0.051072,807800,192095238
172.70.251.47,9370,167.235.145.223,443,322,7779407,2937,139,12412,183,7766995,47.139743,31.968155,3106,1943683
172.70.251.50,48526,167.235.145.223,443,117,1303976,3537,55,5068,62,1298908,76.937124,0.056126,722374,185141716
172.70.251.56,60478,167.235.145.223,443,6,427,1511,2,132,4,295,11.721132,29.984392,35,78
172.70.251.57,26866,167.235.145.223,443,190,2327386,618,92,7570,98,2319816,1.232206,60.027359,1008,309167
172.70.251.62,21432,167.235.145.223,443,154,2470914,1206,73,6958,81,2463956,6.941315,66.945438,831,294443
172.70.251.65,25594,167.235.145.223,443,105,65160,533,70,32734,35,32426,0.998434,82.060008,3191,3161
172.70.251.66,38078,167.235.145.223,443,163,2353200,490,93,34589,70,2318611,0.895206,78.463389,3526,236401
172.70.251.69,13892,167.235.145.223,443,6,427,835,2,132,4,295,2.082239,29.613237,35,79
172.70.251.76,31308,167.235.145.223,443,14,7581,3556,7,1774,7,5807,77.527863,0.068007,208684,683106
172.70.251.76,57782,167.235.145.223,443,120,73357,647,80,36300,40,37057,1.317365,78.043792,3720,3798
172.70.251.79,58778,167.235.145.223,443,188,2384492,2853,95,7768,93,2376724,43.184456,30.305441,2050,627405
172.70.251.82,19286,167.235.145.223,443,197,2424279,1222,98,7966,99,2416313,7.185606,60.02887,1061,322020
172.70.251.82,44510,167.235.145.223,443,130,1455584,3457,67,5949,63,1449635,72.253997,0.053534,889005,216630178
172.70.251.85,53294,167.235.145.223,443,182,2314572,3615,89,7177,93,2307395,81.195469,0.062722,915404,294301202
172.70.251.91,64198,167.235.145.223,443,6,427,1444,2,132,4,295,10.927262,29.871445,35,79
172.70.251.96,13242,167.235.145.223,443,304,7442441,2526,129,11740,175,7430701,29.127817,31.501668,2981,1887062
172.70.251.104,22184,167.235.145.223,443,152,2464735,2284,73,6958,79,2457777,24.943647,37.231597,1495,528105
172.70.251.125,23918,167.235.145.223,443,104,995750,2787,51,4804,53,990946,40.634747,30.51223,1259,259816
172.70.251.128,26706,167.235.145.223,443,6,427,1679,2,132,4,295,14.265709,29.699025,35,79
172.70.251.132,27416,167.235.145.223,443,96,60757,487,64,31038,32,29719,0.872192,80.451721,3086,2955
172.70.251.132,46984,167.235.145.223,443,96,60943,199,64,31297,32,29646,0.317296,79.816075,3136,2971
172.70.251.137,10276,167.235.145.223,443,322,7073894,1814,150,13138,172,7060756,17.140119,61.199321,1717,922984
172.70.251.155,12302,167.235.145.223,443,6,427,1567,2,132,4,295,12.731463,29.7063,35,79
172.70.251.156,35478,167.235.145.223,443,311,7712457,3413,131,11872,180,7700585,71.138255,2.023757,46930,30440749
172.70.251.159,38328,167.235.145.223,443,144,88658,654,96,44185,48,44473,1.347248,79.659106,4437,4466
172.70.251.159,49942,167.235.145.223,443,147,89918,100,98,44516,49,45402,0.165136,81.408956,4374,4461
172.70.251.167,64308,167.235.145.223,443,6,427,2236,2,132,4,295,24.170049,29.996554,35,78
172.70.251.169,42668,167.235.145.223,443,60,38480,905,40,19950,20,18530,2.669485,76.955346,2073,1926
172.70.251.170,14084,167.235.145.223,443,60,38968,738,40,20442,20,18526,1.620726,77.486743,2110,1912
172.70.251.180,50970,167.235.145.223,443,6,427,1380,2,132,4,295,9.560252,29.584298,35,79
172.70.251.182,30132,167.235.145.223,443,304,7243368,3045,132,11742,172,7231626,52.817126,2.274975,41291,25430173
172.70.251.184,54626,167.235.145.223,443,369,9678057,3279,160,14633,209,9663424,65.131948,2.220594,52717,34813834
172.70.251.199,11272,167.235.145.223,443,156,2081029,3109,73,6316,83,2074713,55.292107,0.065638,769797,252867302
172.70.251.201,32134,167.235.145.223,443,47,1330396,837,21,2164,26,1328232,2.108404,60.007502,288,177075
172.70.251.215,23114,167.235.145.223,443,6,427,1796,2,132,4,295,16.864835,29.804829,35,79
172.70.251.227,11728,167.235.145.223,443,6,427,1608,2,132,4,295,13.482781,29.69874,35,79
172.71.94.3,21462,167.235.145.223,443,6,427,2011,2,132,4,295,20.146196,29.820934,35,79
172.71.94.11,43466,167.235.145.223,443,164,1340153,1465,84,6880,80,1333273,11.048494,60.049551,916,177623
172.71.94.13,41626,167.235.145.223,443,6,427,1833,2,132,4,295,17.292794,29.771086,35,79
172.71.94.15,11664,167.235.145.223,443,466,8988299,2127,249,20355,217,8967944,22.638982,45.732102,3560,1568778
172.71.94.18,55596,167.235.145.223,443,192,1170224,2690,118,9124,74,1161100,35.068202,30.142786,2421,308159
172.71.94.20,9138,167.235.145.223,443,7,493,1667,3,198,4,295,14.026584,29.933502,52,78
172.71.94.22,53904,167.235.145.223,443,39,23865,1100,26,11826,13,12039,5.274714,60.026897,1576,1604
172.71.94.34,33972,167.235.145.223,443,223,2386827,2877,113,8982,110,2377845,43.911989,30.24149,2376,629028
172.71.94.39,62744,167.235.145.223,443,24,15330,1461,16,7916,8,7414,11.015412,65.771678,962,901
172.71.94.43,55702,167.235.145.223,443,6,427,1097,2,132,4,295,5.22922,29.880498,35,78
172.71.94.47,52378,167.235.145.223,443,220,2305269,3490,113,8982,107,2296287,73.918466,0.115154,623999,159528075
172.71.94.51,55784,167.235.145.223,443,221,2329294,3250,113,8848,108,2320446,62.351068,0.121474,582709,152819269
172.71.94.52,63466,167.235.145.223,443,238,4225572,3054,111,10223,127,4215349,53.064829,21.102878,3875,1598018
172.71.94.57,19082,167.235.145.223,443,51,31135,713,34,15386,17,15749,1.537333,78.536863,1567,1604
172.71.94.59,64482,167.235.145.223,443,248,3435604,2998,126,10719,122,3424885,49.91459,4.848587,17685,5650941
172.71.94.61,57728,167.235.145.223,443,39,1435227,1366,15,1675,24,1433552,9.148041,50.176027,267,228563
172.71.94.70,45264,167.235.145.223,443,318,5193722,2944,157,12503,161,5181219,47.191731,32.466868,3080,1276678
172.71.94.71,34154,167.235.145.223,443,257,2605984,2947,139,10657,118,2595327,47.228261,30.318449,2812,684817
172.71.94.72,35728,167.235.145.223,443,66,40716,847,44,20338,22,20378,2.196826,77.90708,2088,2092
172.71.94.72,52384,167.235.145.223,443,69,42377,666,46,21068,23,21309,1.385937,78.857458,2137,2161
172.71.94.75,28222,167.235.145.223,443,7,493,2578,3,198,4,295,29.869098,29.635748,53,79
172.71.94.78,21588,167.235.145.223,443,160,1312922,3266,86,7206,74,1305716,64.305346,0.105855,544594,98679590
172.71.94.81,44822,167.235.145.223,443,140,4104444,48,71,6512,69,4097932,0.072915,62.984955,827,520496
172.71.94.88,56346,167.235.145.223,443,241,6759480,851,113,30687,128,6728793,2.216041,77.573109,3164,693930
172.71.94.94,49130,167.235.145.223,443,265,3563267,799,133,11181,132,3552086,1.898058,62.747912,1425,452870
172.71.94.99,42088,167.235.145.223,443,6,427,1312,2,132,4,295,8.268286,29.657597,35,79
172.71.94.106,53238,167.235.145.223,443,300,4722911,1782,149,12381,151,4710530,16.628727,62.233661,1591,605528
172.71.94.107,47654,167.235.145.223,443,211,2367618,1781,97,7554,114,2360064,16.622916,60.04952,1006,314415
172.71.94.109,21652,167.235.145.223,443,90,56020,380,60,28232,30,27788,0.658138,80.239893,2814,2770
172.71.94.117,33206,167.235.145.223,443,141,1200198,3163,68,6018,73,1194180,58.290139,0.121512,396207,78621370
172.71.94.122,40920,167.235.145.223,443,205,2507667,3539,110,9643,95,2498024,77.049062,3.130111,24645,6384499
172.71.94.124,39424,167.235.145.223,443,172,1244251,1068,95,7606,77,1236645,5.041075,60.050035,1013,164748
172.71.94.128,22766,167.235.145.223,443,7,493,2071,3,198,4,295,21.143506,29.939654,52,78
172.71.94.130,56862,167.235.145.223,443,227,2425882,3069,118,8940,109,2416942,53.310211,0.11399,627423,169624844
172.71.94.130,57642,167.235.145.223,443,6,427,859,2,132,4,295,2.259351,29.718423,35,79
172.71.94.131,29616,167.235.145.223,443,285,4836293,3063,134,11316,151,4824977,53.232035,2.226869,40652,17333671
172.71.94.133,27348,167.235.145.223,443,343,6097836,2803,179,14787,164,6083049,41.083401,32.123714,3682,1514905
172.71.94.134,16674,167.235.145.223,443,383,8277540,2632,188,16254,195,8261286,31.902739,48.3173,2691,1367839
172.71.94.140,57356,167.235.145.223,443,163,1303902,3374,86,7012,77,1296890,68.277918,0.105034,534074,98778681
172.71.94.151,42966,167.235.145.223,443,387,9232834,2161,189,16132,198,9216702,23.049809,51.221439,2519,1439506
172.71.94.154,52126,167.235.145.223,443,48,29914,269,32,15093,16,14821,0.438862,78.020268,1547,1519
172.71.94.155,40284,167.235.145.223,443,51,32676,221,34,16855,17,15821,0.364346,80.358822,1677,1575
172.71.94.158,14466,167.235.145.223,443,194,2083563,3129,91,7530,103,2076033,55.928168,0.113217,532075,146694083
172.71.94.160,53944,167.235.145.223,443,6,427,2383,2,132,4,295,26.181115,29.797052,35,79
172.71.94.167,45054,167.235.145.223,443,165,1307236,3398,88,7338,77,1299898,70.422344,0.157142,373572,66176986
172.71.94.171,19288,167.235.145.223,443,37,1356936,2427,14,1803,23,1355133,27.074641,55.488099,259,195376
172.71.94.172,54078,167.235.145.223,443,69,43070,579,46,21689,23,21381,1.092379,79.375556,2185,2154
172.71.94.179,34488,167.235.145.223,443,6,427,1712,2,132,4,295,15.093229,29.945912,35,78
172.71.94.181,26646,167.235.145.223,443,7,493,946,3,198,4,295,3.270559,29.73059,53,79
172.71.94.185,39472,167.235.145.223,443,214,2425426,1289,100,8124,114,2417302,7.915867,60.046097,1082,322059
172.71.94.186,19570,167.235.145.223,443,380,7420162,1479,184,15117,196,7405045,11.214889,61.17922,1976,968308
172.71.94.188,16174,167.235.145.223,443,57,34940,298,38,17334,19,17606,0.493438,80.596724,1720,1747
172.71.94.189,18946,167.235.145.223,443,57,35164,720,38,17492,19,17672,1.571109,81.185532,1723,1741
172.71.94.191,43064,167.235.145.223,443,214,2727883,2934,111,9370,103,2718513,47.120254,30.730341,2439,707707
172.71.94.194,14880,167.235.145.223,443,178,1509978,2776,96,7866,82,1502112,39.306796,30.116109,2089,399018
172.71.94.198,31922,167.235.145.223,443,6,427,2552,2,132,4,295,29.355255,29.721134,35,79
172.71.94.202,46404,167.235.145.223,443,48,29134,1077,32,14311,16,14823,5.112876,75.046764,1525,1580
172.71.94.203,41308,167.235.145.223,443,48,28759,1042,32,13936,16,14823,4.916506,74.559827,1495,1590
172.71.94.204,30642,167.235.145.223,443,63,39094,1019,42,19638,21,19456,4.52984,72.982823,2152,2132
172.71.94.205,45036,167.235.145.223,443,66,41403,668,44,21024,22,20379,1.392495,78.101245,2153,2087
172.71.94.208,23476,167.235.145.223,443,175,2430003,2800,84,7588,91,2422415,41.068949,30.988001,1958,625381
172.71.94.212,10408,167.235.145.223,443,213,2386168,3368,102,8256,111,2377912,68.065795,0.157288,419917,120945628
172.71.94.215,18256,167.235.145.223,443,125,997228,2873,60,5490,65,991738,43.731225,30.104001,1458,263549
172.71.94.216,20824,167.235.145.223,443,6,427,1495,2,132,4,295,11.456303,29.692737,35,79
172.71.94.218,45870,167.235.145.223,443,353,2142302,1652,183,13602,170,2128700,13.903572,60.048473,1812,283597
172.71.94.222,40172,167.235.145.223,443,108,1125999,213,67,26254,41,1099745,0.353069,82.572913,2543,106547
172.71.94.223,63892,167.235.145.223,443,105,1123731,779,65,24869,40,1098862,1.795546,78.195578,2544,112421
172.71.94.225,12188,167.235.145.223,443,410,8405993,1994,207,17583,203,8388410,19.908392,47.433537,2965,1414764
172.71.94.230,23028,167.235.145.223,443,399,7312837,3299,209,16767,190,7296070,65.242074,2.741387,48929,21291616
172.71.94.239,54542,167.235.145.223,443,21,11857,1008,14,5371,7,6486,4.274603,55.508763,774,934
172.71.94.246,42890,167.235.145.223,443,252,2780478,2366,128,9972,124,2770506,25.9296,30.155276,2645,734997
172.71.94.249,57606,167.235.145.223,443,453,9619423,2498,227,18903,226,9600520,28.676907,54.367589,2781,1412682
172.71.94.252,44350,167.235.145.223,443,258,4310191,3192,121,10458,137,4299733,59.297041,2.708247,30892,12701154
172.71.94.252,44352,167.235.145.223,443,204,2162204,3194,100,7752,104,2154452,59.418987,0.165763,374124,103977461
172.71.94.254,26826,167.235.145.223,443,165,1267910,1808,88,7144,77,1260766,17.044319,60.058089,951,167939
172.71.95.7,39152,167.235.145.223,443,143,1275646,2945,68,6018,75,1269628,47.208994,30.404682,1583,334061
172.71.95.27,11538,167.235.145.223,443,14,5971,1066,8,2994,6,2977,5.035306,68.39628,350,348
172.71.98.7,47204,167.235.145.223,443,202,3522873,2609,86,7998,116,3514875,31.161011,32.865099,1946,855588
172.71.98.19,41688,167.235.145.223,443,167,2321292,2700,77,7405,90,2313887,35.290624,32.558904,1819,568541
172.71.98.26,13284,167.235.145.223,443,198,123247,641,132,62108,66,61139,1.29095,80.012432,6209,6112
172.71.98.27,24058,167.235.145.223,443,244,1436354,354,158,63645,86,1372709,0.597629,80.558601,6320,136319
172.71.98.28,50492,167.235.145.223,443,168,105541,684,112,53670,56,51871,1.444106,80.169237,5355,5176
172.71.98.29,12224,167.235.145.223,443,168,105273,424,112,53255,56,52018,0.744953,80.153892,5315,5191
172.71.98.31,53752,167.235.145.223,443,491,11266316,3347,240,20498,251,11245818,67.308668,12.131155,13517,7416156
172.71.98.32,36310,167.235.145.223,443,280,4594785,3474,133,11119,147,4583666,73.309305,2.730702,32574,13428535
172.71.98.40,47288,167.235.145.223,443,140,1224226,2994,67,5954,73,1218272,49.704271,30.106902,1582,323718
172.71.98.44,65186,167.235.145.223,443,245,4152496,3111,108,9469,137,4143027,55.301117,2.722165,27827,12175682
172.71.98.46,61444,167.235.145.223,443,196,2781234,3064,94,8527,102,2772707,53.267176,2.543172,26823,8722043
172.71.98.62,38806,167.235.145.223,443,222,139493,398,148,70935,74,68558,0.691277,79.849723,7106,6868
172.71.98.63,37458,167.235.145.223,443,222,138927,360,148,70379,74,68548,0.617016,79.859237,7050,6866
